,Unnamed: 0,Tienda,Categoría,Socket,Generación,Capacidad,Título,Stock,Precio,URL
15,15,CyC,MB,LGA1200-10,LGA1200,-,MB ASUS PRIME H410M-E DDR4 LGA 1200 (PN:90MB13H0-M0AAY0),"
					0
				","$92,50 - S/349,65 ",https://cyccomputer.pe/socket-lga-1200-10th/15567-mb-asus-prime-h410m-e-ddr4-lga-1200-pn90mb13h0-m0aay0.html
16,16,CyC,MB,LGA1200-10,LGA1200,-,MB AORUS B460 PRO AC DDR4 LGA 1200,"
					0
				","$203,00 - S/767,34 ",https://cyccomputer.pe/socket-lga-1200-10th/15480-mb-aorus-b460-pro-ac-ddr4-lga-1200.html
17,17,CyC,MB,LGA1200-10,LGA1200,-,MB MSI B460M-A PRO DDR4 LGA 1200,"
					0
				","$102,00 - S/385,56 ",https://cyccomputer.pe/socket-lga-1200-10th/15366-mb-msi-b460m-a-pro-ddr4-lga-1200.html
18,18,CyC,MB,LGA1200-10,LGA1200,-,MB ASUS ROG MAXIMUS XII HERO (WI-FI) DDR4 LGA 1200 (PN:90MB12R0-MOAAYO),"
					0
				","$460,00 - S/1.738,80 ",https://cyccomputer.pe/socket-lga-1200-10th/15188-mb-asus-rog-maximus-xii-hero-wi-fi-ddr4-lga-1200-pn90mb12r0-moaayo.html
0,0,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK B560M-HDV DDR4 LGA 1200 (PN:90-MXBF50-A0UAYZ),"
					Mayor a 10
				","$99,50 - S/376,11 ",https://cyccomputer.pe/socket-lga-1200-11va-/18647-mb-asrock-b560m-hdv-ddr4-lga-1200-pn90-mxbf50-a0uayz.html
1,1,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK H510M-HDV/M.2 DDR4 LGA 1200 (PN:90-MXBFT0-A0UAYZ),"
					Mayor a 10
				","$89,00 - S/336,42 ",https://cyccomputer.pe/socket-lga-1200-11va-/20785-mb-asrock-h510m-hdvm2-ddr4-lga-1200-pn90-mxbft0-a0uayz.html
2,2,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK H570M PRO4 DDR4 LGA 1200 (PN:90-MXBFR0-A0UAYZ),"
					Mayor a 10
				","$140,00 - S/529,20 ",https://cyccomputer.pe/socket-lga-1200-11va-/18648-mb-asrock-h570m-pro4-ddr4-lga-1200-pn90-mxbfr0-a0uayz.html
3,3,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK H510 PRO BTC+ DDR4 LGA 1200 6 SLOTS PCIe 3.0x16 (PN:90-MXBGL0-A0UAYZ),"
					Mayor a 10
				","$255,00 - S/963,90 ",https://cyccomputer.pe/socket-lga-1200-11va-/20571-mb-asrock-h510-pro-btc-ddr4-lga-1200-6-slots-pcie-30x16-pn90-mxbgl0-a0uayz.html
4,4,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS PRIME H510M-E DDR4 LGA 1200 (PN:90MB17E0-M0EAY0),"
					Mayor a 10
				","$99,00 - S/374,22 ",https://cyccomputer.pe/socket-lga-1200-11va-/20313-mb-asus-prime-h510m-e-ddr4-lga-1200-pn90mb17e0-m0eay0.html
5,5,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK B560M STEEL LEGEND DDR4 LGA 1200 (PN:90-MXBFA0-A0UAYZ),"
					Mayor a 10
				","$152,50 - S/576,45 ",https://cyccomputer.pe/socket-lga-1200-11va-/20784-mb-asrock-b560m-steel-legend-ddr4-lga-1200-pn90-mxbfa0-a0uayz.html
6,6,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK B560 STEEL LEGEND DDR4 LGA 1200 (PN:90-MXBFD0-A0UAYZ),"
					Mayor a 10
				","$176,00 - S/665,28 ",https://cyccomputer.pe/socket-lga-1200-11va-/20122-mb-asrock-b560-steel-legend-ddr4-lga-1200-pn90-mxbfd0-a0uayz.html
7,7,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK H510M-HVS R2.0 DDR4 LGA 1200 (PN:90-MXBGT0-A0UAYZ),"
					Mayor a 10
				","$83,00 - S/313,74 ",https://cyccomputer.pe/socket-lga-1200-11va-/20573-mb-asrock-h510m-hvs-r20-ddr4-lga-1200-pn90-mxbgt0-a0uayz.html
8,8,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS ROG STRIX Z590-E GAMING WIFI DDR4 LGA 1200 (PN:90MB1640-M0EAYO),"
					Mayor a 10
				","$420,00 - S/1.587,60 ",https://cyccomputer.pe/socket-lga-1200-11va-/17417-mb-asus-rog-strix-z590-e-gaming-wifi-ddr4-lga-1200-pn90mb1640-m0eayo.html
9,9,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK B560M PRO4/ac+ DDR4 LGA 1200 (PN:90-MXBGG0-A0UAYZ),"
					Mayor a 10
				","$148,00 - S/559,44 ",https://cyccomputer.pe/socket-lga-1200-11va-/20574-mb-asrock-b560m-pro4ac-ddr4-lga-1200-pn90-mxbgg0-a0uayz.html
10,10,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK H510M-HDV R2.0 DDR4 LGA 1200 (PN:90-MXBGS0-A0UAYZ),"
					Mayor a 10
				","$85,00 - S/321,30 ",https://cyccomputer.pe/socket-lga-1200-11va-/21184-mb-asrock-h510m-hdv-r20-ddr4-lga-1200-pn90-mxbgs0-a0uayz.html
11,11,CyC,MB,LGA1200-11,LGA1200,-,MB MAXSUN CHALLENGER H510M-K DDR4 LGA 1200 (PN:MS-H510M-K),"
					Mayor a 10
				","$85,00 - S/321,30 ",https://cyccomputer.pe/socket-lga-1200-11va-/20944-mb-maxsun-challenger-h510m-k-ddr4-lga-1200-pnms-h510m-k.html
12,12,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS TUF GAMING Z590-PLUS WIFI DDR4 LGA 1200 (PN:90MB16C0-M0EAY0),"
					Mayor a 10
				","$298,00 - S/1.126,44 ",https://cyccomputer.pe/socket-lga-1200-11va-/20391-mb-asus-tuf-gaming-z590-plus-wifi-ddr4-lga-1200-pn90mb16c0-m0eay0.html
13,13,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK Z590 EXTREME WIFI 6E DDR4 LGA 1200 (PN:90-MXBFJ0-A0UAYZ),"
					9
				","$315,00 - S/1.190,70 ",https://cyccomputer.pe/socket-lga-1200-11va-/20299-mb-asrock-z590-extreme-wifi-6e-ddr4-lga-1200-pn90-mxbfj0-a0uayz.html
14,14,CyC,MB,LGA1200-11,LGA1200,-,MB BIOSTAR H510MH/E 2.0 DDR4 LGA 1200,"
					7
				","$93,00 - S/351,54 ",https://cyccomputer.pe/socket-lga-1200-11va-/20408-mb-biostar-h510mhe-20-ddr4-lga-1200-.html
15,15,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK B560M PRO4 DDR4 LGA 1200 (PN:90-MXBEL0-A0UAYZ),"
					6
				","$135,00 - S/510,30 ",https://cyccomputer.pe/socket-lga-1200-11va-/20572-mb-asrock-b560m-pro4-ddr4-lga-1200-pn90-mxbel0-a0uayz.html
16,16,CyC,MB,LGA1200-11,LGA1200,-,MB GALAX H510M DDR4 LGA 1200,"
					6
				","$100,00 - S/378,00 ",https://cyccomputer.pe/socket-lga-1200-11va-/20409-mb-galax-h510m-ddr4-lga-1200-.html
17,17,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK Z590 EXTREME DDR4 LGA 1200 (PN:90-MXBF60-A0UAYZ),"
					6
				","$289,00 - S/1.092,42 ",https://cyccomputer.pe/socket-lga-1200-11va-/20300-mb-asrock-z590-extreme-ddr4-lga-1200-pn90-mxbf60-a0uayz.html
18,18,CyC,MB,LGA1200-11,LGA1200,-,MB MAXSUN ICRAFT B560M RGB DDR4 LGA 1200 (PN:MS-ICRAFT B560M),"
					5
				","$150,00 - S/567,00 ",https://cyccomputer.pe/socket-lga-1200-11va-/20943-mb-maxsun-icraft-b560m-rgb-ddr4-lga-1200-pnms-icraft-b560m.html
19,19,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK H570 STEEL LEGEND DDR4 LGA 1200 (PN:90-MXBFY0-A0UAYZ),"
					4
				","$185,00 - S/699,30 ",https://cyccomputer.pe/socket-lga-1200-11va-/20783-mb-asrock-h570-steel-legend-ddr4-lga-1200-pn90-mxbfy0-a0uayz.html
20,20,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK Z590 PG VELOCITA DDR4 LGA 1200 (PN:90-MXBEV0-A0UAYZ),"
					3
				","$391,00 - S/1.477,98 ",https://cyccomputer.pe/socket-lga-1200-11va-/18649-mb-asrock-z590-pg-velocita-ddr4-lga-1200-pn90-mxbev0-a0uayz.html
21,21,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS ROG MAXIMUS XIII HERO Z590 LGA 1200 (PN:90MB15X0-MVAAY0),"
					2
				","$567,50 - S/2.145,15 ",https://cyccomputer.pe/socket-lga-1200-11va-/20652-mb-asus-rog-maximus-xiii-hero-z590-lga-1200-pn90mb15x0-mvaay0.html
22,22,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MEG Z590 UNIFY DDR4 LGA 1200 (PN:911-7D38-007),"
					2
				","$446,00 - S/1.685,88 ",https://cyccomputer.pe/socket-lga-1200-11va-/20394-mb-msi-meg-z590-unify-ddr4-lga-1200-pn911-7d38-007.html
23,23,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MEG Z590 ACE DDR4 LGA 1200 (PN:911-7D04-014),"
					1
				","$582,00 - S/2.199,96 ",https://cyccomputer.pe/socket-lga-1200-11va-/20398-mb-msi-meg-z590-ace-ddr4-lga-1200-pn911-7d04-014.html
24,24,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MPG Z590 GAMING FORCE DDR4 LGA 1200 (PN:911-7D06-025),"
					1
				","$405,00 - S/1.530,90 ",https://cyccomputer.pe/socket-lga-1200-11va-/20397-mb-msi-mpg-z590-gaming-force-ddr4-lga-1200-pn911-7d06-025.html
25,25,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MPG Z590 GAMING CARBON WIFI DDR4 LGA 1200 (PN:911-7D06-026),"
					1
				","$440,00 - S/1.663,20 ",https://cyccomputer.pe/socket-lga-1200-11va-/20396-mb-msi-mpg-z590-gaming-carbon-wifi-ddr4-lga-1200-pn911-7d06-026.html
26,26,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MPG Z590 GAMING PLUS DDR4 LGA 1200 (PN:911-7D07-001),"
					1
				","$360,00 - S/1.360,80 ",https://cyccomputer.pe/socket-lga-1200-11va-/20395-mb-msi-mpg-z590-gaming-plus-ddr4-lga-1200-pn911-7d07-001.html
27,27,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE Z590 UD AC DDR4 LGA 1200,"
					1
				","$242,00 - S/914,76 ",https://cyccomputer.pe/socket-lga-1200-11va-/20390-mb-gigabyte-z590-ud-ac-ddr4-lga-1200-.html
28,28,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS Z590 ULTRA DDR4 LGA 1200,"
					1
				","$425,00 - S/1.606,50 ",https://cyccomputer.pe/socket-lga-1200-11va-/20386-mb-aorus-z590-ultra-ddr4-lga-1200.html
29,29,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS Z590 MASTER DDR4 LGA 1200,"
					1
				","$560,00 - S/2.116,80 ",https://cyccomputer.pe/socket-lga-1200-11va-/20385-mb-aorus-z590-master-ddr4-lga-1200-.html
30,30,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK Z590 TAICHI DDR4 LGA 1200 (PN:90MXBES0-A0UAYZ),"
					1
				","$586,00 - S/2.215,08 ",https://cyccomputer.pe/socket-lga-1200-11va-/20373-mb-asrock-z590-taichi-ddr4-lga-1200-pn90mxbes0-a0uayz.html
31,31,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK Z590 PRO4 DDR4 LGA 1200 (PN:90MXBEJ0-A0UAYZ),"
					1
				","$229,00 - S/865,62 ",https://cyccomputer.pe/socket-lga-1200-11va-/20372-mb-asrock-z590-pro4-ddr4-lga-1200-pn90mxbej0-a0uayz.html
32,32,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS PRIME Z590-A DDR4 LGA 1200 (PN:90MB16D0-M0EAYO),"
					1
				","$328,00 - S/1.239,84 ",https://cyccomputer.pe/socket-lga-1200-11va-/20058-mb-asus-prime-z590-a-ddr4-lga-1200-pn90mb16d0-m0eayo.html
33,33,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS B560 PRO AX DDR4 LGA 1200,"
					1
				","$267,00 - S/1.009,26 ",https://cyccomputer.pe/socket-lga-1200-11va-/20035-mb-aorus-b560-pro-ax-ddr4-lga-1200-.html
34,34,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE Z590 VISION G DDR4 LGA 1200,"
					1
				","$354,00 - S/1.338,12 ",https://cyccomputer.pe/socket-lga-1200-11va-/20002-mb-gigabyte-z590-vision-g-ddr4-lga-1200.html
35,35,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE Z590 UD DDR4 LGA 1200,"
					1
				","$235,50 - S/890,19 ",https://cyccomputer.pe/socket-lga-1200-11va-/20001-mb-gigabyte-z590-ud-ddr4-lga-1200.html
36,36,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE Z590 GAMING X DDR4 LGA 1200,"
					1
				","$295,00 - S/1.115,10 ",https://cyccomputer.pe/socket-lga-1200-11va-/19930-mb-gigabyte-z590-gaming-x-ddr4-lga-1200-.html
37,37,CyC,MB,LGA1200-11,LGA1200,-,MB ASROCK Z590 STEEL LEGEND DDR4 LGA 1200 (PN:90-MXBEQ0-A0UAYZ),"
					1
				","$275,00 - S/1.039,50 ",https://cyccomputer.pe/socket-lga-1200-11va-/18651-mb-asrock-z590-steel-legend-ddr4-lga-1200-pn90-mxbeq0-a0uayz.html
38,38,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MPG Z590 GAMING CARBON WIFI DDR4 LGA 1200 (PN:911-7D06-003),"
					1
				","$440,00 - S/1.663,20 ",https://cyccomputer.pe/socket-lga-1200-11va-/17439-mb-msi-mpg-z590-gaming-carbon-wifi-ddr4-lga-1200-pn911-7d06-003.html
39,39,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS Z490 AORUS ULTRA DDR4 LGA 1200,"
					1
				","$438,00 - S/1.655,64 ",https://cyccomputer.pe/socket-lga-1200-11va-/15385-mb-aorus-z490-aorus-ultra-ddr4-lga-1200-.html
40,40,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS ROG STRIX B560-A GAMING WIFI DDR4 LGA 1200 (PN:90MB16V0-M0EAY0),"
					0
				","$191,00 - S/721,98 ",https://cyccomputer.pe/socket-lga-1200-11va-/21226-mb-asus-rog-strix-b560-a-gaming-wifi-ddr4-lga-1200-pn90mb16v0-m0eay0.html
41,41,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS TUF GAMING B560M-PLUS WIFI LGA 1200 (PN:90MB1770-MVAAY0),"
					0
				","$180,00 - S/680,40 ",https://cyccomputer.pe/socket-lga-1200-11va-/20734-mb-asus-tuf-gaming-b560m-plus-wifi-lga-1200-pn90mb1770-mvaay0.html
42,42,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS PRIME B560-PLUS DDR4 LGA 1200 (PN:90MB16N0-MVAAY0),"
					0
				","$145,00 - S/548,10 ",https://cyccomputer.pe/socket-lga-1200-11va-/20646-mb-asus-prime-b560-plus-ddr4-lga-1200-pn90mb16n0-mvaay0.html
43,43,CyC,MB,LGA1200-11,LGA1200,-,MB MSI H510M-A PRO DDR4 LGA 1200 (PN:911-7D22-037),"
					0
				","$92,00 - S/347,76 ",https://cyccomputer.pe/socket-lga-1200-11va-/20531-mb-msi-h510m-a-pro-ddr4-lga-1200-pn911-7d22-037.html
44,44,CyC,MB,LGA1200-11,LGA1200,-,MB MSI B560M PRO-E DDR4 LGA 1200 (PN:911-7D22-021),"
					0
				","$106,00 - S/400,68 ",https://cyccomputer.pe/socket-lga-1200-11va-/20484-mb-msi-b560m-pro-e-ddr4-lga-1200-pn911-7d22-021.html
45,45,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS PRIME Z590-P DDR4 LGA 1200 (PN:90MB16I0-M0EAY0),"
					0
				","$222,00 - S/839,16 ",https://cyccomputer.pe/socket-lga-1200-11va-/20422-mb-asus-prime-z590-p-ddr4-lga-1200-pn90mb16i0-m0eay0.html
46,46,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS PRIME B560M-A DDR4 LGA 1200 (PN:90MB17A0-M0EAY0),"
					0
				","$124,00 - S/468,72 ",https://cyccomputer.pe/socket-lga-1200-11va-/20402-mb-asus-prime-b560m-a-ddr4-lga-1200-pn90mb17a0-m0eay0.html
47,47,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS Z590I ULTRA DDR4 LGA 1200 MINI-ITX,"
					0
				","$386,00 - S/1.459,08 ",https://cyccomputer.pe/socket-lga-1200-11va-/20387-mb-aorus-z590i-ultra-ddr4-lga-1200-mini-itx.html
48,48,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS B560M ELITE DDR4 LGA 1200,"
					0
				","$183,00 - S/691,74 ",https://cyccomputer.pe/socket-lga-1200-11va-/20383-mb-aorus-b560m-elite-ddr4-lga-1200-.html
49,49,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS TUF GAMING B560M-PLUS WIFI LGA 1200 (PN:90MB1770-M0EAY0),"
					0
				","$172,00 - S/650,16 ",https://cyccomputer.pe/socket-lga-1200-11va-/20362-mb-asus-tuf-gaming-b560m-plus-wifi-lga-1200-pn90mb1770-m0eay0.html
50,50,CyC,MB,LGA1200-11,LGA1200,-,MB MSI H510M-A PRO DDR4 LGA 1200 (PN:911-7D22-025),"
					0
				","$95,00 - S/359,10 ",https://cyccomputer.pe/socket-lga-1200-11va-/20245-mb-msi-h510m-a-pro-ddr4-lga-1200-pn911-7d22-025.html
51,51,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE H510M H DDR4 LGA 1200,"
					0
				","$95,00 - S/359,10 ",https://cyccomputer.pe/socket-lga-1200-11va-/20093-mb-gigabyte-h510m-h-ddr4-lga-1200-.html
52,52,CyC,MB,LGA1200-11,LGA1200,-,MB AORUS B560M PRO AX DDR4 LGA 1200,"
					0
				","$227,50 - S/859,95 ",https://cyccomputer.pe/socket-lga-1200-11va-/20034-mb-aorus-b560m-pro-ax-ddr4-lga-1200-.html
53,53,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE B560M DS3H AC DDR4 LGA 1200,"
					0
				","$155,00 - S/585,90 ",https://cyccomputer.pe/socket-lga-1200-11va-/20033-mb-gigabyte-b560m-ds3h-ac-ddr4-lga-1200-.html
54,54,CyC,MB,LGA1200-11,LGA1200,-,MB MSI B560M PRO-E DDR4 LGA 1200 (PN:911-7D22-016),"
					0
				","$115,00 - S/434,70 ",https://cyccomputer.pe/socket-lga-1200-11va-/19993-mb-msi-b560m-pro-e-ddr4-lga-1200-pn911-7d22-016.html
55,55,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MAG B560 TOMAHAWK WIFI DDR4 LGA 1200,"
					0
				","$219,00 - S/827,82 ",https://cyccomputer.pe/socket-lga-1200-11va-/19956-mb-msi-mag-b560-tomahawk-wifi-ddr4-lga-1200-.html
56,56,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MAG B560M MORTAR WI-FI DDR4 LGA 1200,"
					0
				","$180,00 - S/680,40 ",https://cyccomputer.pe/socket-lga-1200-11va-/19954-mb-msi-mag-b560m-mortar-wi-fi-ddr4-lga-1200-.html
57,57,CyC,MB,LGA1200-11,LGA1200,-,MB MSI MAG B560M BAZOOKA DDR4 LGA 1200,"
					0
				","$172,00 - S/650,16 ",https://cyccomputer.pe/socket-lga-1200-11va-/19953-mb-msi-mag-b560m-bazooka-ddr4-lga-1200-.html
58,58,CyC,MB,LGA1200-11,LGA1200,-,MB GIGABYTE B560M DS3H DDR4 LGA 1200,"
					0
				","$120,50 - S/455,49 ",https://cyccomputer.pe/socket-lga-1200-11va-/19929-mb-gigabyte-b560m-ds3h-ddr4-lga-1200.html
59,59,CyC,MB,LGA1200-11,LGA1200,-,MB MSI B560M PRO-VDH DDR4 LGA 1200 (PN:911-7D18-014),"
					0
				","$131,00 - S/495,18 ",https://cyccomputer.pe/socket-lga-1200-11va-/19818-mb-msi-b560m-pro-vdh-ddr4-lga-1200-pn911-7d18-014.html
60,60,CyC,MB,LGA1200-11,LGA1200,-,MB ASUS ROG STRIX Z590-E GAMING WIFI DDR4 LGA 1200 (PN:90MB1640-M0AAYO),"
					0
				","$425,00 - S/1.606,50 ",https://cyccomputer.pe/socket-lga-1200-11va-/18608-mb-asus-rog-strix-z590-e-gaming-wifi-ddr4-lga-1200-pn90mb1640-m0aayo.html
0,0,CyC,MB,LGA1700-12,LGA1700,-,MB ASUS ROG STRIX B660-A GAMING WIFI D4 DDR4 LGA 1700 (PN:90MB18S0-M0EAY0),"
					Mayor a 10
				","$277,00 - S/1.047,06 ",https://cyccomputer.pe/socket-lga-1700-12va/20990-mb-asus-rog-strix-b660-a-gaming-wifi-d4-ddr4-lga-1700-pn90mb18s0-m0eay0.html
1,1,CyC,MB,LGA1700-12,LGA1700,-,MB ASROCK B660M PRO RS DDR4 LGA1700 (PN:90-MXBGW0-A0UAYZ),"
					Mayor a 10
				","$159,00 - S/601,02 ",https://cyccomputer.pe/socket-lga-1700-12va/21245-mb-asrock-b660m-pro-rs-ddr4-lga1700-pn90-mxbgw0-a0uayz.html
2,2,CyC,MB,LGA1700-12,LGA1700,-,MB ASUS PRIME B660M-A D4 DDR4 LGA 1700 (PN:90MB19K0-M0EAY0),"
					Mayor a 10
				","$161,50 - S/610,47 ",https://cyccomputer.pe/socket-lga-1700-12va/21076-mb-asus-prime-b660m-a-d4-ddr4-lga-1700-pn90mb19k0-m0eay0.html
3,3,CyC,MB,LGA1700-12,LGA1700,-,MB MSI MAG B660M MORTAR WIFI DDR4 LGA 1700 (PN:911-7D42-009),"
					Mayor a 10
				","$202,00 - S/763,56 ",https://cyccomputer.pe/socket-lga-1700-12va/21071-mb-msi-mag-b660m-mortar-wifi-ddr4-lga-1700-pn911-7d42-009.html
4,4,CyC,MB,LGA1700-12,LGA1700,-,MB ASROCK Z690 PG RIPTIDE DDR4 LGA 1700 (PN:90-MXBHQ0-A0UAYZ),"
					Mayor a 10
				","$279,00 - S/1.054,62 ",https://cyccomputer.pe/socket-lga-1700-12va/21020-mb-asrock-z690-pg-riptide-ddr4-lga-1700-pn90-mxbhq0-a0uayz.html
5,5,CyC,MB,LGA1700-12,LGA1700,-,MB ASUS PRIME H610M-E D4 DDR4 LGA 1700 (PN:90MB19N0-M0EAY0),"
					Mayor a 10
				","$120,00 - S/453,60 ",https://cyccomputer.pe/socket-lga-1700-12va/21123-mb-asus-prime-h610m-e-d4-ddr4-lga-1700-pn90mb19n0-m0eay0.html
