Tienda,Categoría,Socket,Generación,Capacidad,Título,Stock,Precio,URL
CyC,Case,-,All,-,CASE BITFENIX NOVA MESH TG BLACK SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,10,328.86,https://cyccomputer.pe/case-sin-fuente/19837-case-bitfenix-nova-mesh-tg-black-sin-fuente-vidrio-templado-usb-30-pnbfc-nvm-300-kkgsk-4a.html
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX 55 MESH ADD-RGB 4F SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,347.76,https://cyccomputer.pe/case-sin-fuente/15772-case-deepcool-matrexx-55-mesh-add-rgb-4f-sin-fuente-vidrio-templado-usb-30usb-20-pndp-atx-matrexx55-mesh-ar-4f.html
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX 55 V3 ADD-RGB 4F SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,396.9,https://cyccomputer.pe/case-sin-fuente/21004-case-deepcool-matrexx-55-v3-add-rgb-4f-sin-fuente-vidrio-templado-usb-30usb-20-pndp-atx-matrexx55v3-ar-4f.html
CyC,Case,-,All,-,CASE MSI MPG GUNGNIR 110R SIN FUENTE VIDRIO TEMPLADO USB 3.2,10,412.02,https://cyccomputer.pe/case-sin-fuente/16773-case-msi-mpg-gungnir-110r-sin-fuente-vidrio-templado-usb-32.html
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX CC560 WHITE ADD RGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,249.48,https://cyccomputer.pe/case-sin-fuente/21249-case-deepcool-matrexx-cc560-white-add-rgb-sin-fuente-vidrio-templado-usb-30usb-20-pnr-cc560-whgaa4-g-1.html
CyC,Case,-,All,-,CASE DEEPCOOL CG540 ARGB BLACK SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,10,362.88,https://cyccomputer.pe/case-sin-fuente/21003-case-deepcool-cg540-argb-black-sin-fuente-vidrio-templado-usb-30-pnr-cg540-bkage4-g-1.html
CyC,Case,-,All,-,CASE DEEPCOOL CG560 ARGB BLACK SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,10,362.88,https://cyccomputer.pe/case-sin-fuente/21002-case-deepcool-cg560-argb-black-sin-fuente-vidrio-templado-usb-30-pnr-cg560-bkaae4-g-1.html
CyC,Case,-,All,-,CASE MSI MPG SEKIRA 500P SIN FUENTE VIDRIO TEMPLADO USB 3.2/USB 2.0 ,10,718.2,https://cyccomputer.pe/case-sin-fuente/15895-case-msi-mpg-sekira-500p-sin-fuente-vidrio-templado-usb-32usb-20-pnmsi-sekira-500p.html
CyC,Case,-,All,-,CASE ANTRYX RX 430 WHITE ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,226.8,https://cyccomputer.pe/case-sin-fuente/16145-case-antryx-rx-430-white-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnac-rx430w.html
CyC,Case,-,All,-,CASE ANTRYX FX CRUISER BLACK MESH ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,370.44,https://cyccomputer.pe/case-sin-fuente/20343-case-antryx-fx-cruiser-black-mesh-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnac-fx573k.html
